id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4841262542232186,Mhjqu9mH0,6481085230,氧化乐色,#MAMA#天呐skz这个舞台好酷啊,,,,MAMA,0,0,0,2022-11-29 21:59,iPhone客户端,,,
4841262496614015,MhjqprKBF,7802495506,Wish_ShelleY,#MAMA#捕捉到合照的两只,,,,MAMA,0,0,0,2022-11-29 21:59,荣耀X30i 5G,['https://wx2.sinaimg.cn/large/008w2tvIly1h8mcfcxm84j30bj0c0t97.jpg'],,
4841262433442255,Mhjqjeruf,6132346162,凉l夏x暖n,#MAMA#kpop人的春晚我哭了,,,,MAMA,0,0,1,2022-11-29 21:59,华为畅享10 Plus,,,
4841262420591401,Mhjqi2tQJ,7788347440,cccc11-1,#MAMA#MAMA这次太帅了微博上看了看三十多位美女首先就是出场太帅了优雅和大气其次就是Kep1er这撑场子的事还得是小婷哈开局solo这次的概念和特效真的太帅了金采炫这次也很帅哈还有樱花！太美啦！在11里面也一张口就是优雅味道还有欧典欧的秋天！哇塞太帅了我要粉上秋天了还有安宥真！太适合fearless啦,,,,MAMA,0,0,0,2022-11-29 21:59,iPhone客户端,,,
4841262333824327,Mhjq9g2SH,5827378099,xxxallein,#treasure##mama#恭喜！！！崔队今天帅极了！要保护好嗓子啊脆脆babecoconaenae🦔💜,,,,"treasure,mama",0,0,1,2022-11-29 21:59,iPhone客户端,,,
4841262207476698,MhjpWvn1U,5995442240,我不叫李察,#MAMA#挖槽黄铉辰好帅！挖槽我爱他的白眼,,,,MAMA,0,0,0,2022-11-29 21:58,Redmi K30 全速热爱,,,
4841262203538455,MhjpWeQvR,3016637341,迂鱼宇,今年mama搞什么啊….女团随机舞蹈吗#MAMA#,,,,MAMA,0,0,0,2022-11-29 21:58,iPhone客户端,,,
4841262073780148,MhjpJfRo8,2515168632,Zhuang莹莹0,#MAMA#KARA合体MAMA舞台我是没想到的！虽然不是粉丝，但谁不会啦啦啦～啦啦啦～实力歌手开麦舞台才是最牛的LZhuang莹莹0的微博视频,,,,MAMA,0,0,2,2022-11-29 21:58,微博视频号,,"http://f.video.weibocdn.com/o0/DcnC9bhMlx081avg93Fm0104120463xX0E020.mp4?label=mp4_hd&template=854x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784658&ssig=spwF1xmH5s&KID=unistore,video",
4841261578591978,MhjoVA3ai,5533403850,十月der,#MAMA#我的评价是不如MMA,,,,MAMA,0,0,0,2022-11-29 21:56,iPhone客户端,,,
4841261556567752,MhjoTryzu,6610814200,萧闯_1996,#MAMA#寒流更新换代是真的快2014-2020的MAMA每年都看我小基不去了也再也没看过今年听说我小基拿了一个奖，顺便再去瞅瞅有哪些舞台，好家伙，全是新人团都不怎么认识。这才过去两年捏，果真流水的爱豆！,,,,MAMA,0,0,0,2022-11-29 21:56,iPhone客户端,,,
4841247292271822,Mhj1T9x0i,6525010965,狐厂大拷问,Somi一个晚上换了七套衣服，奇迹米米环游MAMA，大满足#Somi撞衫小S##Somi金色抹胸长裙造型##MAMA#,,,,"Somi撞衫小S,Somi金色抹胸长裙造型,MAMA",135,73,1441,2022-11-29 20:59,,"['https://wx3.sinaimg.cn/large/0077Ahqlly1h8manz5ck5j30qo14xjy2.jpg', 'https://wx1.sinaimg.cn/large/0077Ahqlly1h8manzfb1vj30mb0n0jvj.jpg', 'https://wx1.sinaimg.cn/large/0077Ahqlly1h8manzoifpj30xc0xcwre.jpg', 'https://wx3.sinaimg.cn/large/0077Ahqlly1h8manzxojnj30hy0hin0a.jpg', 'https://wx2.sinaimg.cn/large/0077Ahqlly1h8mao043fsj30u00u0q81.jpg', 'https://wx1.sinaimg.cn/large/0077Ahqlly1h8mao0cjxej30u00qkdnj.jpg', 'https://wx3.sinaimg.cn/large/0077Ahqlly1h8mao0rax9j30u00u0q7c.jpg', 'https://wx1.sinaimg.cn/large/0077Ahqlly1h8maob90nlj31jk1jkh1m.jpg', 'https://wx2.sinaimg.cn/large/0077Ahqlly1h8manynn3qg30k00k0qv9.jpg']",,
4841247280207932,Mhj1S0S5K,1563542187,左左不是Hidari酱,#MAMA#❤️#姜丹尼尔直拍匠人#🎬2211292022MAMA//漂亮宝贝戴了美瞳5555好华丽好美美的我哐哐撞大墙小狗小狗要开心哇（🐻真不错给我撞撞,,,,"MAMA,姜丹尼尔直拍匠人",8,1,58,2022-11-29 20:59,姜丹尼尔超话,"['https://wx2.sinaimg.cn/large/5d31c2ably1h8mev5gscmj217z1tn4qp.jpg', 'https://wx2.sinaimg.cn/large/5d31c2ably1h8mev6oykgj217z1tn1kx.jpg', 'https://wx1.sinaimg.cn/large/5d31c2ably1h8mev415scj217z1tnkj2.jpg', 'https://wx3.sinaimg.cn/large/5d31c2ably1h8mfwfhq6yj21qn15ukhp.jpg', 'https://wx2.sinaimg.cn/large/5d31c2ably1h8mfwgt0rtj217z1tn4qp.jpg', 'https://wx2.sinaimg.cn/large/5d31c2ably1h8mbe1d5d3j20zw1hu7fu.jpg', 'https://wx4.sinaimg.cn/large/5d31c2ably1h8mbe2710jj210q1j3amo.jpg', 'https://wx1.sinaimg.cn/large/5d31c2ably1h8mbe0ioexj21241kwqb0.jpg', 'https://wx2.sinaimg.cn/large/5d31c2ably1h8mbe2u9uyj212m1kwgtc.jpg']",,
4841247279423426,Mhj1RDxsK,6914481875,虎牙别我嘴了_,#MAMA#来看点好的吧15年的mama真剋泡巅峰了💧【韩网热议！曾经阵容逆天的2015mama可能再也见不到这样阵容的颁奖礼了！！-哔哩哔哩】O网页链接,,,,MAMA,0,0,0,2022-11-29 20:59,微博轻享版,,,
4841247217296952,Mhj1LuCgM,7689433150,笨蛋都不承认自己笨,#MAMA直播#呜呜呜，舞台是真的可以，如果没有频繁切换远景和观众席，我会更喜欢，真的好多漂亮姐姐#MAMA#,,,,"MAMA直播,MAMA",0,0,0,2022-11-29 20:59,Android,"['https://wx4.sinaimg.cn/large/008oo4Pkly1h8maish3noj30u0190wlw.jpg', 'https://wx2.sinaimg.cn/large/008oo4Pkly1h8maisxlt7j30sg0fwadk.jpg', 'https://wx4.sinaimg.cn/large/008oo4Pkly1h8mait8hz8j30j60as40e.jpg', 'https://wx1.sinaimg.cn/large/008oo4Pkly1h8maitmxruj30sx17cdmx.jpg']",,
4841247116363500,Mhj1BqHr6,3584557454,Huuushh,年末不能没有合作舞台也不能没有二代团#MAMA#,,,,MAMA,0,0,0,2022-11-29 20:58,,"['https://wx3.sinaimg.cn/large/d5a8018ely1h8mantu2ltj21gv0u0amd.jpg', 'https://wx2.sinaimg.cn/large/d5a8018ely1h8manvpd09j21uo0u04bz.jpg']",,
4841247087529371,Mhj1yvAJt,7004435736,双门洞小文,#MAMA##mama舞台#亲故们真的改新换代了谁还记得16年mama还有导播TM会不会拍拍美女啊你在拍什么最后这交换舞台能再敷衍点吗怎么还有人跳错啊6,,,,"MAMA,mama舞台",0,0,0,2022-11-29 20:58,nova7你在焦点在,,,
4841247073645471,Mhj1xfilV,5812427569,给我罐可乐,#MAMA#居然没有pop吗年度金曲好吧,,,,MAMA,0,0,3,2022-11-29 20:58,,,,
4841247045325049,Mhj1umlhT,2673102111,居澄妙书,#MAMA#[2022MAMA]TXT-GoodBoyGoneBad中间的编舞好看诶，崽们加油。L居澄妙书的微博视频,,,,MAMA,0,0,6,2022-11-29 20:58,微博视频号,,"http://f.video.weibocdn.com/o0/P331amr6lx081ar9OLAI01041204PZ3y0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784670&ssig=R9z470lWaS&KID=unistore,video",
4841246939685759,Mhj1jEDHV,7051424728,AKA小翅膀,#MAMA#straykids迷人开麦舞台创丝kpop，年末还得是straykids😍😍,,,,MAMA,0,0,0,2022-11-29 20:57,nova8Pro我由我掌镜,,,
4841246801528980,Mhj166pKY,7209038841,双吉还是板烧,#MAMA#炽！！！！,,,,MAMA,0,0,0,2022-11-29 20:57,iPhone客户端,,,
4841298316495274,MhkmbrfIu,3760117117,朋友要来份兔子吗,#MAMA#感觉今年mama第一天的舞台都差点意思？,,,,MAMA,0,0,0,2022-11-30 00:22,iPhone客户端,,,
4841297833104378,Mhklpd1AC,6571986897,叁贰叁y,emo了你们四代能不能等等我啊我还没来得及去看你们的年末#MAMA#,,,,MAMA,0,0,1,2022-11-30 00:20,nova7SE 5G你在焦点在,,,
4841297498344255,MhkkRz0IL,7787163813,重生之我是一缕风,说实话，这mama真没意思没以前好看#mama#,,,,mama,0,1,0,2022-11-30 00:18,iPhone客户端,,,
4841296822276719,MhkjM9yhh,7556514939,081001x,#MAMA#先骂一骂导播每次dancebreak的时候都切远景我也不喜欢看观众还有灯光是什么鬼妹妹们的合作舞台cheerup还是很好的不过前面的是随机舞蹈?诈骗?（kyujin跳hypeboy真的惊艳到我了太适合了跳得太好了之前练习室直播就跳过这次在舞台上真的太好了特别抓人眼球一出来就被她吸引了）爻妹们的舞台很震撼lily的高音还有之后的db真的会让人起鸡皮疙瘩实力太吓人了期待明天的舞台,,,,MAMA,0,0,4,2022-11-30 00:16,OPPO A72 5G,,,
4841296067566059,MhkiyvKhd,7332082639,不设限的向上力量,#mama##mama32人合作舞台#金秋天！你是我的神！！安安开嗓真的惊艳到我了我们瑞宝好适合美高风！呜呜真争气啊！liz双马尾焊在头上吧！好美！怜酱好可爱！樱花真的好看！金采炫和崔宥真太在我的审美上了！江崎光表现力也太强了！好期待明天一击和女娃的舞台！虽然我也好想看她们上合作舞台最后，吒不在总觉得缺点儿啥,,,,"mama,mama32人合作舞台",0,1,0,2022-11-30 00:13,vivo S15,['https://wx1.sinaimg.cn/large/0080cFDply1h8mg1khwlsg30m80f2npj.jpg'],,
4841295921547899,Mhkik6uG7,6660032373,-我见玫瑰--,#MAMA#好吧我承认我还是很爱美女,,,,MAMA,0,0,0,2022-11-30 00:12,OPPO A95 5G,,,
4841295563982636,MhkhKgI44,2410786621,嗝罗力哑GH,#MAMA#这届MAMA让我感觉到韩娱也都是虚假繁荣好拉（除了kara和大琳子）,,,,MAMA,0,0,0,2022-11-30 00:11,iPhone客户端,,,
4841295547991022,MhkhIxwPs,6010931029,唛唛脑袋要困掉了,#MAMA直播#咱就是抛开其他来讲就MAMA这次的舞台表演那妥妥的👍这么多帅哥美女谁不爱看呢#MAMA#,,,,"MAMA直播,MAMA",0,0,0,2022-11-30 00:11,Android,"['https://wx3.sinaimg.cn/large/006yNfKtly1h8mg822j6gj30sg0fwacq.jpg', 'https://wx2.sinaimg.cn/large/006yNfKtly1h8mg82enstj30j60asq8d.jpg']",,
4841294474779722,MhkfZk3qi,3766719101,是你的小冯同学,#MAMA直播#真的忍不住想为intoyou拍手叫好不会只有我一个人看到了MAMA直播背景板上的intoyou吧这次太秀了#MAMA#,,,,"MAMA直播,MAMA",0,0,0,2022-11-30 00:06,Android,,,
4841294260081278,MhkfE0l8W,6139920427,肆肆在干嘛哩_,"#MAMA#回忆起上一次看mama好像是有EXO的最后一年，记忆已经很模糊了。那时候次数还不是次叔是小十七，套地还在天天打来打去。不记得舞台具体是什么只记得金俊勉发言时候说的一句话，“当疲惫的日子来临时,请记得曾经美好的我们。”🚬对那时候幼小的我造成了极大的伤害😭我的小老地。。。。。",,,,MAMA,0,0,6,2022-11-30 00:06,Android,,,
4841651115396933,MhtxdmDZj,5485567067,草莓快跑QwQ,GOT7#MaMa#还能在mama颁奖上看见got7,,,,MaMa,0,0,0,2022-11-30 23:44,iPhone客户端,,,
4841651023912265,Mhtx4gpL3,7116493172,callmeflora-,#MAMA##gidle#你娃大赏本赏6个提名最后拿了个造的安慰奖哈哈这一年成绩有多亮眼大家都看在眼里手握两首pak曲算了不说了你娃要长红光舞台的诚意就值得明年更好吧我们Gidle另外“今天要给我什么奖呢，MAMA？”女团里怎么会有小娟这么牛逼的人啊！,,,,"MAMA,gidle",0,0,3,2022-11-30 23:43,HUAWEI MatePad Pro,,,
4841650821535391,MhtwK6rqn,6260981295,请以Siri的名字呼唤我,#MAMA#大家都专注自家吧，作为一个从大棒EXO时代过来的韩娱人来说长红是很难的一件事，无论是公司策划的失误还是成员导致的意外事件对于整个团体发展来说都是致命的，而对于女团来说一不小心就被捕风捉影常有，造谣难以自证更是家常便饭。红贝贝当年温在团将要登顶的时候重伤入院，全员停摆前途无望，而艾琳陷入霸凌风波，仿佛她做什么都是错的，所有人都不知道为什么这么恨她，艰难回归后的那一段时间风言风语也是不断，队长眼见的不自信消瘦。还有娃的翻红有多艰难大家都忘了吗，差不多一年的冷藏期，核心成员的离队，绿卡成员的回国，公司里要不是有娟顶大梁都难继续走下去，回归0宣传，要不是娟的歌真的好加上流媒体自带流量翻红，就又会成为一个意难忘。apink顶过七年之痒后的三次有效回归重回一线，但是成员的退团导致回归成绩都不好了，现在差不多都在家里抠脚。一击自从公司企划不做人之后多次无效回归，现在新一代都出来了还在苦苦挣扎看着都难受，努力如果找不对方向对团的影响真的很大。还有因为公司压榨严重导致成员心理出现问题这种情况比比皆是，公司发展不好成员解散也有例可寻，更不用说资源倾斜新团或者公司审美落后，企划失误导致的无效回归了。。大公司的女团都尚且如此，小公司的女团要是挡道了，一个意外，一个造谣，一个成员的退团对整个团的人气都是致命伤。,,,,MAMA,0,0,4,2022-11-30 23:42,vivo X23 AI非凡摄影,,,
4841650398954788,Mhtw3Bzy4,5213110695,小熊牌鱼干,@/MnetMAMA[#2022MAMA_Moment]YogiboArtistoftheYear&MAMAPLATINUM#bts#Bigcongratsonwinningat2022MAMAAWARDS!🏆@/bts_bighit👏👏World’sNo.1K-POPAwards2022MAMAAWARDS#2022MAMA#MAMAAWARDS#2022MAMAAWARDS,,,,,0,0,0,2022-11-30 23:41,🚬iPhone 11,"['https://wx4.sinaimg.cn/large/005GNGezgy1h8nkz978q8j31uo18game.jpg', 'https://wx3.sinaimg.cn/large/005GNGezgy1h8nkz9mwdaj31uo18g7ha.jpg', 'https://wx4.sinaimg.cn/large/005GNGezgy1h8nkz8g0agj31uo18gnbn.jpg']",,
4841650326865738,MhtvWsO5I,6590565447,另三条小白,#MAMA#还得看梯和娃呜呜呜呜呜呜呜我真的哭了好热血好热血好热血！,,,,MAMA,0,0,0,2022-11-30 23:40,vivo手机,,,
4841649961961955,Mhtvm8eor,5213110695,小熊牌鱼干,@/MnetMAMA[#2022MAMA_Moment]BibigoCultureandStyle&TheMostPopularArtist#jhope#@/bts_bighitBigCongratstohim!TheGreatWinnerofTonight!🏆World’sNo.1K-POPAwards2022MAMAAWARDS#2022MAMA#MAMAAWARDS#2022MAMAAWARDS,,,,,0,0,0,2022-11-30 23:39,🚬iPhone 11,"['https://wx4.sinaimg.cn/large/005GNGezgy1h8nkwbumjyj31uo18g16o.jpg', 'https://wx3.sinaimg.cn/large/005GNGezgy1h8nkwb2cp0j31uo18gwsb.jpg', 'https://wx2.sinaimg.cn/large/005GNGezgy1h8nkwccuc4j31uo18g4al.jpg']",,
4841649048129117,MhttSy6KN,5244960621,溪嘢一枝花,我谢谢你们在评论区带小老地哈，mama的水分大已经不是一天两天了，欧莫不小心又戳到了某团的肺管子所以又开始造谣当年lv了，小心嘴巴哦(´▽｀)ノ♪#MAMA#,,,,MAMA,1,0,4,2022-11-30 23:35,nova7你在焦点在,"['https://wx4.sinaimg.cn/large/005IXjR3gy1h8nkr630sgj30u01uotml.jpg', 'https://wx1.sinaimg.cn/large/005IXjR3gy1h8nkr6iak3j30wh0p1tbo.jpg']",,
4841648725428872,MhttmmMis,5253083241,细水流长的感情yyds,#MAMA#歌曲大赏的获得者都没有能力完整唱出获得大赏的歌，Kpop越来越令人唏嘘了,,,,MAMA,0,0,0,2022-11-30 23:34,OPPO Reno7 SE 5G,,,
4841648200095108,Mhtsw0oK0,3266875193,从此以后浪漫一流全部都为你,#MAMA#年度歌曲南韩孤勇者罢了！恭喜🎉ive咱就是说相由心生赢麻啦&一周年快乐！,,,,MAMA,0,1,0,2022-11-30 23:32,iPad客户端,"['https://wx3.sinaimg.cn/large/c2b88f39ly1h8nkq4xg78j20u01907c1.jpg', 'https://wx1.sinaimg.cn/large/c2b88f39ly1h8nkq4q0w0j20c80c83z9.jpg', 'https://wx4.sinaimg.cn/large/c2b88f39ly1h8nkq55caxj20ij0hz3zq.jpg']",,
4841647981990241,Mhtsa8lKF,6200279850,焕凉-,#MAMA#小十七今年没白干，辛苦了，期待明年回归，激动，第一次跟小十七的回归，还是我来得太晚了,,,,MAMA,0,0,0,2022-11-30 23:31,,,,
4841636658155754,Mht9TydGq,5391738698,中司林柠子,#MAMA#有什么好看的舞台和组合吗？,,,,MAMA,0,0,0,2022-11-30 22:46,,,,
4841636633254646,Mht9RdEGi,5264735455,煲饭砖家,#Mama#连年末都听不到开麦了,,,,Mama,0,0,0,2022-11-30 22:46,iPhone客户端,,,
4841636456308324,Mht9zqt5a,1724154185,terry何宇珩,#2022MAMA#恭喜🎉防弹少年团BTS荣获年度艺人大赏#2022mama##mama直播##mama#Lterry何宇珩的微博视频,,,,"2022MAMA,2022mama,mama直播,mama",0,1,3,2022-11-30 22:45,防弹少年团超话,,"http://f.video.weibocdn.com/u0/6URjnsgfgx081c9quqfm01041200twW50E010.mp4?label=mp4_hd&template=854x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784703&ssig=TKesMIP0IB&KID=unistore,video",
4841636280408225,Mht9i1Ich,5610834226,庚润的搬运工,221130李庚润Instagram更新ThankyouforAri❣️#mama#🎉©kyoungyoon_dkz#庚润#Kyoungyoon#경윤#,,,,"mama,庚润,경윤",0,0,1,2022-11-30 22:45,Kyoungyoon超话,"['https://wx2.sinaimg.cn/large/0067Iuiegy1h8njcvj8vsj31401dwajn.jpg', 'https://wx2.sinaimg.cn/large/0067Iuiegy1h8njcwfxtoj31401e0k0m.jpg']",,
4841636096646378,Mht8ZrT1E,6588276779,iye1111,#MAMA#“年仅25的我让世界如此好奇”“你临摹的都是从前的我”😜,,,,MAMA,0,0,1,2022-11-30 22:44,HarmonyOS设备,,,
4841636086940866,Mht8Yt7Ds,1824520152,一条大喵爱吃肉,#newjeansmama#被最后那个叫丹尼尔的shock到,,,,newjeans mama,0,0,3,2022-11-30 22:44,OPPO Find X2 Pro,,,
4841635593325446,Mht8bdX6e,6117921704,在逃叭叭鸭,中国在韩务工人员就是牛！#MAMA#沈小婷#宋雨琦#叶舒华#宁艺卓#徐明浩L在逃叭叭鸭的微博视频,,,,"MAMA ,宋雨琦,宁艺卓",0,1,5,2022-11-30 22:42,微博视频号,,"http://f.video.weibocdn.com/o0/g5uhSlOZlx081c9b8jrq01041200fHb20E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784703&ssig=zz0Gb98nHS&KID=unistore,video",
4841634762329115,Mht6Q9LUn,7205344694,我要开麦啦,#MAMA#五代女团真的各有特色，百花齐放，祝kpop越来越好,,,,MAMA,0,2,2,2022-11-30 22:39,肖战宝贝的肖战顺顺利利,,,
4841634074462194,Mht5JiIOS,6273350383,饕餮云游,#田小娟solorap##mama#这就是内🌧️没有舞台的原因了人家写个rap这么多人破防她不diss难道还要歌颂吗（hgr：可以可以好帅好帅wb：扯东扯西还扯到大前辈身上）连直接的直播都看不了的一帮人在这里当跳梁小丑,,,,"田小娟solorap,mama",0,2,88,2022-11-30 22:36,iPhone客户端,,,
4841633974059760,Mht5zh280,1724154185,terry何宇珩,#韩国艺人MAMA红毯造型##2022mama##mama#ITZY、IVE、Newjeans、TREASURE、ENHYPEN(G)I-DLE、TEMPEST、朴宝剑、INI、郑号锡、林英雄,,,,"韩国艺人MAMA红毯造型,2022mama,mama",0,1,2,2022-11-30 22:35,iPhone 13 Pro Max,"['https://wx1.sinaimg.cn/large/66c48149gy1h8nj39hlu9j20sg0ligqm.jpg', 'https://wx2.sinaimg.cn/large/66c48149gy1h8nj39uwt6j20sg0hqq7n.jpg', 'https://wx3.sinaimg.cn/large/66c48149gy1h8nj3aaztzj20sg0kn79i.jpg', 'https://wx3.sinaimg.cn/large/66c48149gy1h8nj3asc02j20sg0hdjvb.jpg', 'https://wx1.sinaimg.cn/large/66c48149gy1h8nj3bc5mvj20sg0fc0vx.jpg', 'https://wx3.sinaimg.cn/large/66c48149gy1h8nj3bnxjrj20sg0mvgsm.jpg', 'https://wx3.sinaimg.cn/large/66c48149gy1h8nj391mk7j21jk11115z.jpg', 'https://wx1.sinaimg.cn/large/66c48149gy1h8nj3c4jk0j20i00rsjtx.jpg', 'https://wx1.sinaimg.cn/large/66c48149gy1h8nj3chgjej20u00k0n2v.jpg']",,
4841622779200100,MhsNvCBmI,7536219556,Eternal-time-,#MAMA#好想哭我们防弹和阿米永言不分离#防弹少年团连续五年获MAMA大赏#,,,,"MAMA,防弹少年团连续五年获MAMA大赏",0,2,21,2022-11-30 21:51,iPhone 13,"['https://wx2.sinaimg.cn/large/008e1cYkly1h8nhspwsjmj318z0u07a0.jpg', 'https://wx3.sinaimg.cn/large/008e1cYkly1h8nhsq37xgj31900u0788.jpg']",,
4841622557168288,MhsN9u4Ny,6470326437,娱乐亲嘴烧,中国女人说中文#宋雨琦##叶舒华##gidle##mama##minnie##宋雨琦叶舒华mama中文获奖感言#L娱乐亲嘴烧的微博视频,,,,"宋雨琦,叶舒华,gidle,mama,minnie,宋雨琦叶舒华mama中文获奖感言",0,2,0,2022-11-30 21:50,微博视频号,,"http://f.video.weibocdn.com/u0/8LFqkIw3gx081c5DiQwU01041200hAd10E010.mp4?label=mp4_hd&template=792x444.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784718&ssig=g9AxyknkaO&KID=unistore,video",
4841622531217233,MhsN756EN,7759421380,桃比202205,#MAMA#南人对防弹:我们最棒啦！实至名归！南人对其他团:不好意思啊，辛苦了，让你们大老远过来白跑一趟了,,,,MAMA,0,1,0,2022-11-30 21:50,荣耀70 5G,['https://wx3.sinaimg.cn/large/008t7JXKgy1h8nhqhpcdzj30u00vmn15.jpg'],,
4841622460700861,MhsN02Wkd,7595086322,minboohcl,#MAMA#入坑盒宝宝们,,,,MAMA,0,0,0,2022-11-30 21:50,iPhone 14,,,
4841622188070363,MhsMyxRt9,5760959717,-尚尚同学,#MAMA#我靠itzy申有娜也太美了吧,,,,MAMA,0,0,0,2022-11-30 21:49,iPhone客户端,,,
4841622108377637,MhsMqz9pb,7645541380,淡奶油淡黄油桃,#MAMA#你好，猴赛雷,,,,MAMA,0,3,2,2022-11-30 21:48,柱喵耶汪牌HarmonyOS设备,,,
4841622002735711,MhsMgbtGn,2630048463,帕柴勇彩彩子,#MAMA#想说一句我们盒的舞台是不是太短了这种年末味这么重的舞台真不多来点吗,,,,MAMA,0,0,4,2022-11-30 21:48,ROSÉ🥀iPhone 11 Pro Max(暗夜绿),,,
4841621810841805,MhsLX3wZv,7121197617,LiLi今天变瘦了吗,#MAMA#结束啦！呜呜呜这两天真的好开心，看他们在舞台上发光发亮真的好幸福，以后我们要一起去现场看年末好嘛！永远年轻！永远热爱kpop!),,,,MAMA,0,0,1,2022-11-30 21:47,OPPO随光而变R17,"['https://wx1.sinaimg.cn/large/007LVOO5gy1h8nhmap9iej313z0u0dk5.jpg', 'https://wx2.sinaimg.cn/large/007LVOO5gy1h8nhmgubwrj30u00u0tb5.jpg', 'https://wx2.sinaimg.cn/large/007LVOO5gy1h8nhnasx5ij30u00u0417.jpg', 'https://wx1.sinaimg.cn/large/007LVOO5gy1h8nhmdcazhj30u01t0teg.jpg', 'https://wx2.sinaimg.cn/large/007LVOO5gy1h8nhmego42j30u01t0dll.jpg', 'https://wx2.sinaimg.cn/large/007LVOO5gy1h8nhmfxj0ej30u01t0gr6.jpg', 'https://wx1.sinaimg.cn/large/007LVOO5gy1h8nhmbmnvlj30u01t0dlv.jpg', 'https://wx3.sinaimg.cn/large/007LVOO5gy1h8nhmclmhsj30u01t0wkp.jpg', 'https://wx3.sinaimg.cn/large/007LVOO5gy1h8nhmht1zvj30u00u0n0m.jpg']",,
4841621809799862,MhsLWF7oi,5901225580,粘在床上的咸鱼,#MAMA#你还有什说的吗➡️无话可说,,,,MAMA,0,0,0,2022-11-30 21:47,iPhone客户端,,,
4841609503441179,Mhss6ercT,7466131550,Yerrannn,#MAMA#MAMA结束了感觉就像春晚结束了一样想象一下后台idol们合影庆祝真的有种特别的感觉虽然MAMA是分猪肉现场但是真的是kpop人的春晚啊永远爱kpopkpop永远热血,,,,MAMA,0,0,0,2022-11-30 20:58,Android,,,
4841609424012316,MhsrYgPMM,5549953771,爱草莓的兔子菇,#MAMA#第七十个大赏粗卡啊看到妍鹅来的时候就希望她给我们弹颁奖果然年艺啊世界巨星和世界巨才是最配的wuli弹粗卡啊,,,,MAMA,0,0,1,2022-11-30 20:58,iPad air,,,
4841609411695544,MhsrX775u,5181269381,今天捡到宝藏了吗,#MAMA#全开麦的神禹智皓LZICO禹智皓_CommonGround的微博视频,,,,MAMA,0,0,1,2022-11-30 20:58,iPhone客户端,,"http://f.video.weibocdn.com/o0/qlDrykfFlx081c1lQcPK01041204YjHz0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784730&ssig=wF0elMnblY&KID=unistore,video",
4841609399898825,MhsrVFx8t,7460034112,我的西皮是坠吊的,#MAMA#所以那些说分猪肉的能不能拿图拿证据啊，那语气不像是说mama分猪肉，像是人家的其他荣誉也是自己追的团应得的似的，闹木奇怪,,,,MAMA,0,0,0,2022-11-30 20:58,Redmi K30 5G先锋,,,
4841609184941562,MhsrAkJwC,5738986595,noinchance,#MAMA#能说吗有个yg男团赢麻了,,,,MAMA,0,1,0,2022-11-30 20:57,vivo Y71t,,,
4841609046786491,Mhsrmsttx,7518918325,霉有永恒传说,#MAMA#拿下跑男资源的团败给资本油管注水5kw的团败给资本又是nvde生来赤裸又是做T汤姆男孩衣服白脱了黑白丝白穿了结果就拿了个安慰奖五年无大赏坐在台下看出道一年新人美美拿奖换我我也气,,,,MAMA,0,2,7,2022-11-30 20:56,华为畅享 50,,,
4841609034992075,MhsrlkWFl,6022466648,大牛是个女生,#MAMA#迷击双担现在不知道该哭还是笑，已癫,,,,MAMA,0,0,1,2022-11-30 20:56,iPhone客户端,,,
4841609018215145,Mhsrjyt8l,5922130678,追星太难了呀,#MAMA#2022MAMAbts郑号锡j-hope<MORE➕Arson➕Future>呜呜呜呜呜呜我们的希望！我们的hope！！连唱三首歌一人hold住全场真的太牛了太棒啦!!!!!!L追星太难了呀的微博视频,,,,MAMA,0,0,0,2022-11-30 20:56,iPhone客户端,,"http://f.video.weibocdn.com/o0/oXDeWxf7lx081c1Xxh4Y010412087phV0E030.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670784730&ssig=gXQOgo6jPk&KID=unistore,video",
4841609016908027,MhsrjsZ5N,5243709401,JeonCheonSe,#MAMA#恭喜桃帝大赏,,,,MAMA,0,0,0,2022-11-30 20:56,OPPO Reno4 5G,,,
4841609000652250,Mhsri2JGa,5888726325,uklllVWn7,#MAMA#恭喜防弹第7⃣️次拿下mama年度艺人也恭喜防弹获得新设立的第五大赏——mamaplatinum［此奖只颁给同时获得年艺、年专、年歌、worldwideicon四大赏的艺人｜｜｜｜而防弹201920202021连续三年大满贯］防弹少年团再次缔造kpop前所未有的记录鞠躬,,,,MAMA,0,0,3,2022-11-30 20:56,,['https://wx4.sinaimg.cn/large/006qwuIRgy1h8ng1d6iqyj30ty0d7gq8.jpg'],,
